iter	MultiClass
256	0.007728603921
257	0.007667305731
258	0.007657796582
259	0.00763747458
260	0.007622014318
261	0.007570146613
262	0.007543680667
263	0.007531947597
264	0.007481229869
265	0.007468051369
266	0.00745540762
267	0.007428415485
268	0.007415041184
269	0.007371864735
270	0.007356993678
271	0.007329328911
272	0.007321746003
273	0.007300162137
274	0.007264140537
275	0.007224896871
276	0.007192925414
277	0.007151955547
278	0.007091419258
279	0.007051658055
280	0.007039124251
281	0.007010992885
282	0.006971420554
283	0.006965090848
284	0.006934480969
285	0.006898540809
286	0.006872247929
287	0.006837821187
288	0.006821484959
289	0.006790293672
290	0.006764185945
291	0.006746405782
292	0.006716187884
293	0.006693198092
294	0.006660044984
295	0.006627940498
296	0.006604468666
297	0.006582881003
298	0.006573525505
299	0.006529679049
300	0.006512438872
301	0.006492380647
302	0.006458926341
303	0.006452216267
304	0.006427264446
305	0.006397638076
306	0.006374975017
307	0.006353095105
308	0.006318690916
309	0.006283147843
310	0.006274523936
311	0.006263034079
312	0.006236645653
313	0.006204600233
314	0.006194708788
315	0.006163817338
316	0.006135937099
317	0.006103498522
318	0.00608645458
319	0.006056626361
320	0.006025729739
321	0.00598805177
322	0.005955718546
323	0.00593965846
324	0.005935812542
325	0.00591360872
326	0.005900041126
327	0.005864151582
328	0.005835067615
329	0.005800441161
330	0.005769646848
331	0.005735516436
332	0.005711483424
333	0.005707338262
334	0.005691584052
335	0.005685301314
336	0.005667917361
337	0.005639728791
338	0.005624175308
339	0.005605993303
340	0.005582524789
341	0.005558495511
342	0.00554469907
343	0.005539358769
344	0.005522916102
345	0.005499554197
346	0.005490149793
347	0.005485823105
348	0.005455559609
349	0.005437237078
350	0.005404764971
351	0.00538937744
352	0.005365105089
353	0.005353545869
354	0.005349707303
355	0.005318020345
356	0.005305650563
357	0.005274354662
358	0.005244314912
359	0.005220298132
360	0.005210397248
361	0.005194602258
362	0.005177599316
363	0.005154252346
364	0.005137688551
365	0.005117372022
366	0.005097982833
367	0.005088203701
368	0.005074491115
369	0.005057557345
370	0.005035323633
371	0.005025564013
372	0.005000685498
373	0.004982893128
374	0.004958795845
375	0.004952904618
376	0.004941817761
377	0.00492537286
378	0.004907725242
379	0.00488860156
380	0.004863139493
381	0.004841713858
382	0.00482091953
383	0.004813273657
384	0.004798929552
385	0.004790347316
386	0.004786221257
387	0.004770008714
388	0.004756616729
389	0.004747873034
390	0.004732239916
391	0.004713283717
392	0.004696885472
393	0.004693713319
394	0.004687862026
395	0.004670218921
396	0.004648773792
397	0.004645910927
398	0.004636353374
399	0.004622288813
400	0.004610930724
401	0.004596556872
402	0.004572155883
403	0.004556295412
404	0.004538590525
405	0.004526933829
406	0.004516992123
407	0.004500019977
408	0.004483352676
409	0.004463359609
410	0.004453917799
411	0.004433192226
412	0.004422215395
413	0.004403138165
414	0.004379564238
415	0.004374116519
416	0.004364832037
417	0.004349697317
418	0.0043335331
419	0.004327910418
420	0.004310652829
421	0.00430723262
422	0.004294846476
423	0.004290168409
424	0.004276736625
425	0.004272479472
426	0.004257811726
427	0.004240261886
428	0.004220326808
429	0.004207599969
430	0.004195177434
431	0.004189680289
432	0.004175835188
433	0.004158695626
434	0.004144480545
435	0.004128557004
436	0.004123061974
437	0.00411099402
438	0.004095927098
439	0.004083325687
440	0.004077009812
441	0.004060041374
442	0.004048190471
443	0.004045737622
444	0.004034567246
445	0.004021991029
446	0.004011292718
447	0.00400011439
448	0.003992297526
449	0.003979885542
450	0.003974035762
451	0.003964521256
452	0.003954213402
453	0.003946350846
454	0.003936112496
455	0.00393413928
456	0.003914292913
457	0.003902726319
458	0.003886659445
459	0.003875902977
460	0.003865808485
461	0.003850128747
462	0.003847421727
463	0.003838256879
464	0.003823892526
465	0.00380933691
466	0.003804016649
467	0.003790419863
468	0.003769730809
469	0.003758446012
470	0.003745165777
471	0.003737443166
472	0.003727027938
473	0.00372303026
474	0.003708608944
475	0.003701930242
476	0.003692754356
477	0.00368293269
478	0.003675563378
479	0.003661269042
480	0.003650517828
481	0.003641466287
482	0.003627270642
483	0.003612963803
484	0.003610649465
485	0.003608702849
486	0.003607958617
487	0.003600249542
488	0.003586138652
489	0.003574841758
490	0.003568061346
491	0.003563237105
492	0.003556118871
493	0.00354111132
494	0.003539670417
495	0.003523453516
496	0.003512077736
497	0.003511152151
498	0.003501791909
499	0.003489084848
